text,source,label,tokens,lda_topic
"Assistant Superintendent Calvin Brutus 
In fact, if the figures for the other Divisions are added up, it will not reach the total for B 
Division. 
These were some of the startling revelations told to Kaieteur News by B Division Traffic 
Chief, Assistant Superintendent, Calvin Brutus.  Brutus in giving an overall view of the traffic 
situation in the Ancient County, said that quite a number of accidents are caused by drivers 
who are under the influence of alcohol. Speeding and animals on the road he said are other 
major concerns for his department. 
The Traffic Officer said, “Drinking and driving is a major worry for the police in Berbice, 
especially in eastern Berbice with the Corentyne division being a standout for the malpractice. 
Motorists are not heeding our advice not to drink and drive and are doing so with impunity. 
We usually have our work cut out, especially when there are major events in Berbice like 
shows, horse racing, cricket and activities on the Beach.” 
The situation has become chronic and the police are trying their best to cope with the state of 
affairs, but they are terribly under staff.",alcohol,alcohol_0,"['assistant', 'superintendent', 'calvin', 'brutus', 'fact', 'figures', 'divisions', 'added', 'reach', 'total', 'b', 'division', 'startling', 'revelations', 'told', 'kaieteur', 'news', 'b', 'division', 'traffic', 'chief', 'assistant', 'superintendent', 'calvin', 'brutus', 'brutus', 'giving', 'overall', 'view', 'traffic', 'situation', 'ancient', 'county', 'said', 'quite', 'number', 'accidents', 'caused', 'drivers', 'influence', 'alcohol', 'speeding', 'animals', 'road', 'said', 'major', 'concerns', 'department', 'traffic', 'officer', 'said', 'drinking', 'driving', 'major', 'worry', 'police', 'berbice', 'especially', 'eastern', 'berbice', 'corentyne', 'division', 'standout', 'malpractice', 'motorists', 'heeding', 'advice', 'drink', 'drive', 'impunity', 'usually', 'work', 'cut', 'especially', 'major', 'events', 'berbice', 'like', 'shows', 'horse', 'racing', 'cricket', 'activities', 'situation', 'become', 'chronic', 'police', 'trying', 'best', 'cope', 'state', 'affairs', 'terribly', 'staff']",0
"The determination of alcohol content is carried out by chromatography which allows for a 
fast, simple and very reproducible measurement of alcohol content. Samples collected in 
preserved specimen tubes were analysed and the data collated according to its categories (e.g. 
DUI, RTF (Road Traffic Fatality) and “sudden other” were alcohol was present).",alcohol,alcohol_1,"['determination', 'alcohol', 'content', 'carried', 'chromatography', 'allows', 'fast', 'simple', 'reproducible', 'measurement', 'alcohol', 'content', 'samples', 'collected', 'preserved', 'specimen', 'tubes', 'analysed', 'data', 'collated', 'according', 'categories', 'dui', 'rtf', 'road', 'traffic', 'fatality', 'sudden', 'alcohol', 'present']",3
"• 
Younger people are more likely to have an alcohol-related accident than older people",alcohol,alcohol_1,"['younger', 'people', 'likely', 'accident', 'older', 'people']",3
"Deaths related to vehicle accidents on U.S. highways ticked up in 2012, but are still lower 
than they've been since 1950. NHTSA 
Slightly more than 1,000 people were killed in 2012 on U.S. highways compared to the 
previous year, according to data released Thursday by the National Highway Traffic Safety 
Administration (NHTSA). But despite the 3 percent increase, to 33,561 fatalities, deaths 
remain at historic lows. 
Among the other findings: Deaths related to driving under the influence of alcohol jumped 5 
percent, to 10,322, with most incidents involving drivers with blood-alcohol levels over twice 
the legal limit of 0.08 percent. 
The number of highway deaths last year were at levels unseen since 1950, when the U.S. had 
about 70 million cars compared to more than 254 million today, according to data from the 
U.S. Bureau of Transportation Statistics.",alcohol,alcohol_0,"['deaths', 'related', 'vehicle', 'accidents', 'highways', 'ticked', 'still', 'lower', 'since', 'nhtsa', 'slightly', 'people', 'killed', 'highways', 'compared', 'previous', 'year', 'according', 'data', 'released', 'thursday', 'national', 'highway', 'traffic', 'safety', 'administration', 'nhtsa', 'despite', 'percent', 'increase', 'fatalities', 'deaths', 'remain', 'historic', 'lows', 'among', 'findings', 'deaths', 'related', 'driving', 'influence', 'alcohol', 'jumped', 'percent', 'incidents', 'involving', 'drivers', 'levels', 'twice', 'legal', 'limit', 'percent', 'number', 'highway', 'deaths', 'last', 'year', 'levels', 'unseen', 'since', 'million', 'cars', 'compared', 'million', 'today', 'according', 'data', 'bureau', 'transportation', 'statistics']",3
"• 
implementing screening programmes and brief interventions for hazardous and 
harmful use of alcohol. 
WHO response 
WHO aims is to reduce the health burden caused by the harmful use of alcohol and, thereby, 
to save lives, prevent injuries and diseases and improve the well-being of individuals, 
communities and society at large. 
WHO emphasizes the development, testing and evaluation of cost-effective interventions for 
harmful use of alcohol as well as creating, compiling and disseminating scientific information 
on alcohol use and dependence, and related health and social consequences. 
In 2010, the World Health Assembly approved a resolution to endorse a global strategy to 
reduce the harmful use of alcohol. The resolution urged countries to strengthen national 
responses to public health problems caused by the harmful use of alcohol. 
The global strategy to reduce the harmful use of alcohol represents a collective commitment 
by WHO Member States to sustained action to reduce the global burden of disease caused by 
harmful use of alcohol. The strategy includes evidence-based policies and interventions that",alcohol,alcohol_1,"['implementing', 'screening', 'programmes', 'brief', 'interventions', 'hazardous', 'harmful', 'use', 'alcohol', 'response', 'aims', 'reduce', 'health', 'burden', 'caused', 'harmful', 'use', 'alcohol', 'thereby', 'save', 'lives', 'prevent', 'injuries', 'diseases', 'improve', 'individuals', 'communities', 'society', 'large', 'emphasizes', 'development', 'testing', 'evaluation', 'interventions', 'harmful', 'use', 'alcohol', 'well', 'creating', 'compiling', 'disseminating', 'scientific', 'information', 'alcohol', 'use', 'dependence', 'related', 'health', 'social', 'consequences', 'world', 'health', 'assembly', 'approved', 'resolution', 'endorse', 'global', 'strategy', 'reduce', 'harmful', 'use', 'alcohol', 'resolution', 'urged', 'countries', 'strengthen', 'national', 'responses', 'public', 'health', 'problems', 'caused', 'harmful', 'use', 'alcohol', 'global', 'strategy', 'reduce', 'harmful', 'use', 'alcohol', 'represents', 'collective', 'commitment', 'member', 'states', 'sustained', 'action', 'reduce', 'global', 'burden', 'disease', 'caused', 'harmful', 'use', 'alcohol', 'strategy', 'includes', 'policies', 'interventions']",0
"ALCOHOL is the leading cause of traffic accidents during festive seasons in the last 12 years, 
statistics released yesterday revealed. 
According to the Traffic Statistic report on road accidents in Honiara from 2000- 2012, there 
is an average of 226 accidents per year.",alcohol,alcohol_0,"['alcohol', 'leading', 'cause', 'traffic', 'accidents', 'festive', 'seasons', 'last', 'years', 'statistics', 'released', 'yesterday', 'revealed', 'according', 'traffic', 'statistic', 'report', 'road', 'accidents', 'honiara', 'average', 'accidents', 'per', 'year']",3
"• 
Alcohol can interfere with anaesthetic and other medication, meaning operations and 
treatment may be delayed. 
Three ways to avoid alcohol-related accidents 
1. Don’t drive, operate machinery, swim or take unnecessary risks. 
2. Look out for friends who may be behaving recklessly. 
3. Remember that your performance and judgement could still be affected by alcohol the 
day after a heavy drinking session. 
Four top first aid tips to deal with alcohol-related accidents 
1. If you are at the scene of an accident, call the emergency services as soon as possible. 
Once you’ve called for help, if the person who needs it is unconscious, make sure their",alcohol,alcohol_0,"['alcohol', 'interfere', 'anaesthetic', 'medication', 'meaning', 'operations', 'treatment', 'may', 'delayed', 'three', 'ways', 'avoid', 'accidents', 'drive', 'operate', 'machinery', 'swim', 'take', 'unnecessary', 'risks', 'look', 'friends', 'may', 'behaving', 'recklessly', 'remember', 'performance', 'judgement', 'could', 'still', 'affected', 'alcohol', 'day', 'heavy', 'drinking', 'session', 'four', 'top', 'first', 'aid', 'tips', 'deal', 'accidents', 'scene', 'accident', 'call', 'emergency', 'services', 'soon', 'possible', 'called', 'help', 'person', 'needs', 'unconscious', 'make', 'sure']",0
"“This study further highlights the adverse impact of alcohol on, not only individuals and their 
families, but also on our society and economy,” said the Minister of Health and Seniors 
Patricia Gordon-Pamplin.",alcohol,alcohol_1,"['study', 'highlights', 'adverse', 'impact', 'alcohol', 'individuals', 'families', 'also', 'society', 'economy', 'said', 'minister', 'health', 'seniors', 'patricia']",3
"• 
If you're going to a party where there's alcohol, choose someone to be the designated 
driver. The DD is the person who won't drink and will drive everyone home at the end 
of the night. 
Did U Know?",alcohol,alcohol_0,"['going', 'party', 'alcohol', 'choose', 'someone', 'designated', 'driver', 'dd', 'person', 'wo', 'drink', 'drive', 'everyone', 'home', 'end', 'night', 'u', 'know']",3
"• 
Putting health promotion efforts into practice that influence economic, organizational, 
policy, and school/community action.12,13",alcohol,alcohol_0,"['putting', 'health', 'promotion', 'efforts', 'practice', 'influence', 'economic', 'organizational', 'policy']",2
"“This study allows us to acknowledge the social and health impact of alcohol and provides 
evidence to challenge the common perception that this legal, socially accepted drug is 
harmless,” she said. “Consequences of irresponsible or excessive use are clearly very 
significant and should not be ignored.”",alcohol,alcohol_1,"['study', 'allows', 'us', 'acknowledge', 'social', 'health', 'impact', 'alcohol', 'provides', 'evidence', 'challenge', 'common', 'perception', 'legal', 'socially', 'accepted', 'drug', 'harmless', 'said', 'consequences', 'irresponsible', 'excessive', 'use', 'clearly', 'significant', 'ignored']",1
"• 
Don’t let your friends drive impaired. Take their keys away.",alcohol,alcohol_0,"['let', 'friends', 'drive', 'impaired', 'take', 'keys', 'away']",2
"• 
Improving diagnosis. Studies will reveal strategies for expanding screening and brief 
intervention opportunities in underage populations, among whom alcohol use 
disorders remain under-diagnosed; a major goal of such strategies will be to reduce 
alcohol-impaired driving.",alcohol,alcohol_0,"['improving', 'diagnosis', 'studies', 'reveal', 'strategies', 'expanding', 'screening', 'brief', 'intervention', 'opportunities', 'underage', 'populations', 'among', 'alcohol', 'use', 'disorders', 'remain', 'major', 'goal', 'strategies', 'reduce', 'driving']",1
"• 
NIH research identified several approaches to screening and early intervention that 
reduced drinking and alcohol related traffic crashes among college students and other 
underage populations.",alcohol,alcohol_0,"['nih', 'research', 'identified', 'several', 'approaches', 'screening', 'early', 'intervention', 'reduced', 'drinking', 'alcohol', 'related', 'traffic', 'crashes', 'among', 'college', 'students', 'underage', 'populations']",3
"• 
Be responsible and don't drink. It may be hard when all your friends are drinking, but 
figure out what's more important - being popular or being alive?",alcohol,alcohol_0,"['responsible', 'drink', 'may', 'hard', 'friends', 'drinking', 'figure', 'important', 'popular', 'alive']",2
"The harmful use of alcohol is a global problem which compromises both individual and social 
development. It results in 2.5 million deaths each year. It also causes harm far beyond the 
physical and psychological health of the drinker. It harms the well-being and health of people 
around the drinker. An intoxicated person can harm others or put them at risk of traffic 
accidents or violent behaviour, or negatively affect co-workers, relatives, friends or strangers. 
Thus, the impact of the harmful use of alcohol reaches deep into society. 
Harmful drinking is a major determinant for neuropsychiatric disorders, such as alcohol use 
disorders and epilepsy and other noncommunicable diseases such as cardiovascular diseases, 
cirrhosis of the liver and various cancers. The harmful use of alcohol is also associated with 
several infectious diseases like HIV/AIDS, tuberculosis and sexually transmitted infections",alcohol,alcohol_1,"['harmful', 'use', 'alcohol', 'global', 'problem', 'compromises', 'individual', 'social', 'development', 'results', 'million', 'deaths', 'year', 'also', 'causes', 'harm', 'far', 'beyond', 'physical', 'psychological', 'health', 'drinker', 'harms', 'health', 'people', 'around', 'drinker', 'intoxicated', 'person', 'harm', 'others', 'put', 'risk', 'traffic', 'accidents', 'violent', 'behaviour', 'negatively', 'affect', 'relatives', 'friends', 'strangers', 'thus', 'impact', 'harmful', 'use', 'alcohol', 'reaches', 'deep', 'society', 'harmful', 'drinking', 'major', 'determinant', 'neuropsychiatric', 'disorders', 'alcohol', 'use', 'disorders', 'epilepsy', 'noncommunicable', 'diseases', 'cardiovascular', 'diseases', 'cirrhosis', 'liver', 'various', 'cancers', 'harmful', 'use', 'alcohol', 'also', 'associated', 'several', 'infectious', 'diseases', 'like', 'tuberculosis', 'sexually', 'transmitted', 'infections']",0
